id	accession	run_accession	experiment_accession	sample_accession	secondary_sample_accession	study_accession	secondary_study_accession	parent_study	submission_accession	run_alias	experiment_alias	sample_alias	study_alias	library_layout	library_selection	library_source	library_strategy	library_name	instrument_model	instrument_platform	base_count	read_count	tax_id	scientific_name	sample_title	experiment_title	study_title	description	sample_description	fastq_md5	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_aspera	fastq_1	fastq_2	md5_1	md5_2	single_end	location	collection_date_year
SRX1592368_SRR3177947	SAMN04494454	SRR3177947	SRX1592368	SAMN04494454	SRS1300471	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_102_L001_R2_001.fastq	VANC/92/UBC/102	VANC/92/UBC/102	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/102	Illumina MiSeq	ILLUMINA	1441573822	2871661	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	82de2a850903435375a039647d581d83;c5ed6bdb4694ef555ec12f9df34407f1	477490019;522073368	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3177947/SRR3177947_2.fastq.gz	82de2a850903435375a039647d581d83	c5ed6bdb4694ef555ec12f9df34407f1	FALSE	BC	1992
SRX1592377_SRR3177948	SAMN04494455	SRR3177948	SRX1592377	SAMN04494455	SRS1300478	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_103_R2_001.fastq	VANC/92/UBC/103	VANC/92/UBC/103	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/103	Illumina MiSeq	ILLUMINA	1073499892	2138446	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	b105627d046c9edc0b78706b49613764;8d4555481422c7493f14ae1b463bdf75	419130105;445236436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177948/SRR3177948_2.fastq.gz	b105627d046c9edc0b78706b49613764	8d4555481422c7493f14ae1b463bdf75	FALSE	BC	1992
SRX1592380_SRR3177949	SAMN04494456	SRR3177949	SRX1592380	SAMN04494456	SRS1300484	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_104_L001_R2_001.fastq	VANC/92/UBC/104	VANC/92/UBC/104	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/104	Illumina MiSeq	ILLUMINA	1102404550	2196025	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	33621f764868586ae4159737c13eaa73;cb4f9d4086965cd3e080fdbc7a9c5414	391347948;412944969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3177949/SRR3177949_2.fastq.gz	33621f764868586ae4159737c13eaa73	cb4f9d4086965cd3e080fdbc7a9c5414	FALSE	BC	1992
SRX1592388_SRR3177950	SAMN04494457	SRR3177950	SRX1592388	SAMN04494457	SRS1300490	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_107_L001_R2_001.fastq	VANC/92/UBC/107	VANC/92/UBC/107	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/107	Illumina MiSeq	ILLUMINA	1210370694	2411097	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	4a5157e530dac4527cadcd5c4cb3c110;6c984d1c8463d3f105a9876566377b13	435678381;482942037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177950/SRR3177950_2.fastq.gz	4a5157e530dac4527cadcd5c4cb3c110	6c984d1c8463d3f105a9876566377b13	FALSE	BC	1992
SRX1592403_SRR3177952	SAMN04494458	SRR3177952	SRX1592403	SAMN04494458	SRS1300503	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_84_L001_R2_001.fastq	VANC/92/UBC/84	VANC/92/UBC/84	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/84	Illumina MiSeq	ILLUMINA	1316105448	2621724	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	d3c3af927487aec1fd3ae302a609991f;536fa3e76d5c74d3949340d75c889a79	453736670;509869103	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177952/SRR3177952_2.fastq.gz	d3c3af927487aec1fd3ae302a609991f	536fa3e76d5c74d3949340d75c889a79	FALSE	BC	1992
SRX1592413_SRR3177955	SAMN04494459	SRR3177955	SRX1592413	SAMN04494459	SRS1300513	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_98_L001_R1_001.fastq	VANC/92/UBC/98	VANC/92/UBC/98	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/98	Illumina MiSeq	ILLUMINA	2180445534	4343517	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	0a63a1f5e7a3959a1a5c7ecd3070e5aa;e0e9806bc23696eb3b836f998a389a55	758079644;819254990	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/005/SRR3177955/SRR3177955_2.fastq.gz	0a63a1f5e7a3959a1a5c7ecd3070e5aa	e0e9806bc23696eb3b836f998a389a55	FALSE	BC	1992
SRX1592414_SRR3177962	SAMN04494460	SRR3177962	SRX1592414	SAMN04494460	SRS1300514	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_92_UBC_99_R1_001.fastq	VANC/92/UBC/99	VANC/92/UBC/99	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/92/UBC/99	Illumina MiSeq	ILLUMINA	692963310	1380405	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	b919d1f290ad899487d82d161173315e;e8bd0629d605c08bb408fc5be1a2e591	285711016;285628218	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/002/SRR3177962/SRR3177962_2.fastq.gz	b919d1f290ad899487d82d161173315e	e8bd0629d605c08bb408fc5be1a2e591	FALSE	BC	1992
SRX1592415_SRR3177974	SAMN04494461	SRR3177974	SRX1592415	SAMN04494461	SRS1300517	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_93_UBC_105_L001_R1_001.fastq	VANC/93/UBC/105	VANC/93/UBC/105	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/93/UBC/105	Illumina MiSeq	ILLUMINA	1537330824	3062412	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	cf08957da3057bd5a3d46a552b6cb4f9;9b7d82afdb6a64203061fcabcd64a0ad	538516130;633734784	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/004/SRR3177974/SRR3177974_2.fastq.gz	cf08957da3057bd5a3d46a552b6cb4f9	9b7d82afdb6a64203061fcabcd64a0ad	FALSE	BC	1993
SRX1592418_SRR3177978	SAMN04494462	SRR3177978	SRX1592418	SAMN04494462	SRS1300518	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_93_UBC_106_R2_001.fastq	VANC/93/UBC/106	VANC/93/UBC/106	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/93/UBC/106	Illumina MiSeq	ILLUMINA	1310987056	2611528	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	fe66edfd5867b4c63e2ac689f5c31e48;b2d1772672f28c772aa99e48edf416dd	531275432;548810863	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3177978/SRR3177978_2.fastq.gz	fe66edfd5867b4c63e2ac689f5c31e48	b2d1772672f28c772aa99e48edf416dd	FALSE	BC	1993
SRX1592419_SRR3177990	SAMN04494463	SRR3177990	SRX1592419	SAMN04494463	SRS1300519	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_93_UBC_39_R2_001.fastq	VANC/93/UBC/39	VANC/93/UBC/39	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/93/UBC/39	Illumina MiSeq	ILLUMINA	896756736	1786368	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	7c22d56d3c10cf24f912c1c206b6cd53;bae31f319fcec658f31f97a0655bc815	365520756;386485108	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/000/SRR3177990/SRR3177990_2.fastq.gz	7c22d56d3c10cf24f912c1c206b6cd53	bae31f319fcec658f31f97a0655bc815	FALSE	BC	1993
SRX1592420_SRR3178001	SAMN04494464	SRR3178001	SRX1592420	SAMN04494464	SRS1300520	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_93_UBC_70_L001_R2_001.fastq	VANC/93/UBC/70	VANC/93/UBC/70	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/93/UBC/70	Illumina MiSeq	ILLUMINA	1918207762	3821131	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	7c3f4f501682b738a769326f1b6bc5c3;43eab30f5a6274789d22f91a61e054d2	689480213;740095113	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178001/SRR3178001_2.fastq.gz	7c3f4f501682b738a769326f1b6bc5c3	43eab30f5a6274789d22f91a61e054d2	FALSE	BC	1993
SRX1592422_SRR3178007	SAMN04494465	SRR3178007	SRX1592422	SAMN04494465	SRS1300522	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_94_UBC_121_L001_R1_001.fastq	VANC/94/UBC/121	VANC/94/UBC/121	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/94/UBC/121	Illumina MiSeq	ILLUMINA	2355529078	4692289	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	ae6c288df807fa8e21f947047a984d6e;7fbb41cec040929f92a9a72f5e161f31	823895668;935746424	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/007/SRR3178007/SRR3178007_2.fastq.gz	ae6c288df807fa8e21f947047a984d6e	7fbb41cec040929f92a9a72f5e161f31	FALSE	BC	1994
SRX1592424_SRR3178008	SAMN04494466	SRR3178008	SRX1592424	SAMN04494466	SRS1300523	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_94_UBC_122_L001_R1_001.fastq	VANC/94/UBC/122	VANC/94/UBC/122	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/94/UBC/122	Illumina MiSeq	ILLUMINA	809068380	1611690	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	6936b4fc249c0dc6106796646540474f;7301b1f5e6304ec2e4a9ae3636784f53	316914056;357360802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/008/SRR3178008/SRR3178008_2.fastq.gz	6936b4fc249c0dc6106796646540474f	7301b1f5e6304ec2e4a9ae3636784f53	FALSE	BC	1994
SRX1592425_SRR3178009	SAMN04494467	SRR3178009	SRX1592425	SAMN04494467	SRS1300525	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_94_UBC_124_R1_001.fastq	VANC/94/UBC/124	VANC/94/UBC/124	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/94/UBC/124	Illumina MiSeq	ILLUMINA	741307918	1476709	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	7610f696ba849a77a6f310b3606324b3;34a2f8032c34d873ef899d1a63d62442	313321964;302677396	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/009/SRR3178009/SRR3178009_2.fastq.gz	7610f696ba849a77a6f310b3606324b3	34a2f8032c34d873ef899d1a63d62442	FALSE	BC	1994
SRX1592427_SRR3178011	SAMN04494468	SRR3178011	SRX1592427	SAMN04494468	SRS1300527	PRJNA280606	SRP056976	PRJNA9531	SRA355098	VANC_94_UBC_125_R2_001.fastq	VANC/94/UBC/125	VANC/94/UBC/125	PRJNA280606	PAIRED	RANDOM	GENOMIC	WGS	VANC/94/UBC/125	Illumina MiSeq	ILLUMINA	689914162	1374331	5741	Giardia intestinalis	"Giardia samples from human, animal and water in BCCDC"	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	Giardia intestinalis  Raw sequence reads	Illumina MiSeq sequencing; whole genome sequencing of Giardia duodenalis	"Giardia samples from human, animal and water in BCCDC"	aa24c08faf39910dc92950484aa78a92;30c51bcdfc49f1bfbe4439feb1232801	289405925;298586155	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR317/001/SRR3178011/SRR3178011_2.fastq.gz	aa24c08faf39910dc92950484aa78a92	30c51bcdfc49f1bfbe4439feb1232801	FALSE	BC	1994
